system_to_load_kWh,batt_to_load_kWh,grid_to_load_kWh,grid_to_batt_kWh,system_to_batt_AC_kWh,system_to_batt_DC_kWh,system_to_grid_kWh,battery_soc_pct
0.0,0.6668102024413638,9.333189797558637,0.0,0.0,0.0,0.0,80.14438279716676
0.0,0.6668102035644835,9.333189796435516,0.0,0.0,0.0,0.0,75.16573318951501
0.0,0.6668102016431505,9.33318979835685,0.0,0.0,0.0,0.0,70.17708681991425
0.0,0.6668101970658926,9.333189802934108,0.0,0.0,0.0,0.0,65.17722474464324
0.0,0.6668101888101637,9.333189811189836,0.0,0.0,0.0,0.0,60.164354532318164
0.0,0.6668101743354534,9.333189825664547,0.0,0.0,0.0,0.0,55.136048246834626
0.0,0.6668101479290816,9.333189852070918,0.0,0.0,0.0,0.0,50.08903898369018
0.0,0.666810096036583,9.333189903963417,0.0,0.0,0.0,0.0,45.01884145448275
0.0,0.666809984602877,9.333190015397124,0.0,0.0,0.0,0.0,39.91907889186103
0.0,0.6668097143890066,9.333190285610993,0.0,0.0,0.0,0.0,34.78023513184561
0.0,0.6668089414957952,9.333191058504205,0.0,0.0,0.0,0.0,29.587132473622596
0.0,0.6668102149588825,9.333189785041117,0.0,0.0,0.0,0.0,24.31310387639697
0.0,0.6668102149337966,9.333189785066203,0.0,0.0,0.0,0.0,18.903754929486645
0.6668102149434851,0.0,9.333189785056515,0.0,0.9775218022301913,0.9384209301409836,0.0,25.939853689681087
0.6668102148907349,0.0,9.333189785109266,0.0,2.720916426399011,2.6120797693430506,0.0,44.75803013612358
0.6668102149545554,0.0,9.333189785045445,0.0,3.753751505167749,3.6036014449610385,0.0,70.20894760794515
1.3218414450794462,0.0,8.678158554920554,0.0,3.70072398135122,3.5526950220971707,0.0,95.00000000030037
5.225674864405722,0.0,4.774325135594278,0.0,0.0,0.0,0.0,95.00000000030037
5.0321973018960895,0.0,4.9678026981039105,0.0,0.0,0.0,0.0,95.00000000030037
4.404265482252825,0.0,5.595734517747175,0.0,0.0,0.0,0.0,95.00000000030037
3.387657924469172,0.0,6.612342075530828,0.0,0.0,0.0,0.0,95.00000000030037
1.789882799675875,0.0,8.210117200324126,0.0,0.0,0.0,0.0,95.00000000030037
0.0,0.6668100565735762,9.333189943426424,0.0,0.0,0.0,0.0,90.07076859061418
0.0,0.666810194164651,9.33318980583535,0.0,0.0,0.0,0.0,85.11069729369713
0.0,0.6668102023723316,9.333189797627668,0.0,0.0,0.0,0.0,80.14056522676395
0.0,0.6668102035673088,9.333189796432691,0.0,0.0,0.0,0.0,75.16096253807324
0.0,0.6668102015758257,9.333189798424174,0.0,0.0,0.0,0.0,70.17135796366276
0.0,0.6668101969863659,9.333189803013633,0.0,0.0,0.0,0.0,65.17053135085386
0.0,0.6668101887869834,9.333189811213016,0.0,0.0,0.0,0.0,60.156688559718944
0.0,0.6668101742857356,9.333189825714264,0.0,0.0,0.0,0.0,55.12739922351447
0.0,0.6668101478893861,9.333189852110614,0.0,0.0,0.0,0.0,50.07939288092537
0.0,0.6668100958333245,9.333189904166675,0.0,0.0,0.0,0.0,45.00817883207894
0.0,0.6668099841201544,9.333190015879845,0.0,0.0,0.0,0.0,39.90737163446583
0.0,0.666809712926206,9.333190287073794,0.0,0.0,0.0,0.0,34.76744024431498
0.0,0.6668089373383738,9.333191062661626,0.0,0.0,0.0,0.0,29.573178959001922
0.0,0.6668102149589076,9.333189785041093,0.0,0.0,0.0,0.0,24.29786037683368
0.0,0.6668102149334597,9.33318978506654,0.0,0.0,0.0,0.0,18.88692911887803
0.6668102149475247,0.0,9.333189785052475,0.0,0.9163868203320126,0.879731347518732,0.0,25.49517632244861
0.6668102148955435,0.0,9.333189785104457,0.0,2.6236288143749382,2.5186836617999404,0.0,43.670810119975904
0.6668102149533346,0.0,9.333189785046665,0.0,3.6819731619529708,3.5346942354748516,0.0,68.66239081284967
0.9674963808404078,0.0,9.032503619159591,0.0,3.934115350559652,3.7767507365372657,0.0,95.00000000072336
5.092681048270191,0.0,4.907318951729809,0.0,0.0,0.0,0.0,95.00000000072336
4.88669944289354,0.0,5.11330055710646,0.0,0.0,0.0,0.0,95.00000000072336
4.340260801818136,0.0,5.659739198181864,0.0,0.0,0.0,0.0,95.00000000072336
3.330492663303047,0.0,6.669507336696952,0.0,0.0,0.0,0.0,95.00000000072336
1.7759738278868693,0.0,8.224026172113131,0.0,0.0,0.0,0.0,95.00000000072336
0.0,0.6668100565775185,9.333189943422482,0.0,0.0,0.0,0.0,90.0698378753873
0.0,0.6668101941657167,9.333189805834284,0.0,0.0,0.0,0.0,85.10882329754594
0.0,0.6668102023627841,9.333189797637216,0.0,0.0,0.0,0.0,80.13774377996509
0.0,0.6668102035422557,9.333189796457745,0.0,0.0,0.0,0.0,75.1571893459798
0.0,0.6668102015727917,9.333189798427208,0.0,0.0,0.0,0.0,70.16662808019952
0.0,0.6668101969784953,9.333189803021504,0.0,0.0,0.0,0.0,65.16483873939795
0.0,0.6668101887351022,9.333189811264898,0.0,0.0,0.0,0.0,60.15002559016304
0.0,0.6668101742648018,9.333189825735198,0.0,0.0,0.0,0.0,55.119755973572595
0.0,0.6668101477182193,9.33318985228178,0.0,0.0,0.0,0.0,50.070756066989
0.0,0.6668100956702322,9.333189904329767,0.0,0.0,0.0,0.0,44.99853004655346
0.0,0.6668099836693042,9.333190016330695,0.0,0.0,0.0,0.0,39.896684257962235
0.0,0.6668097117626792,9.33319028823732,0.0,0.0,0.0,0.0,34.75567356529774
0.0,0.6668089334561892,9.333191066543812,0.0,0.0,0.0,0.0,29.56026574671678
0.0,0.6668102149588213,9.333189785041178,0.0,0.0,0.0,0.0,24.283676206647858
0.0,0.6668102149334156,9.333189785066585,0.0,0.0,0.0,0.0,18.871196935134257
0.6668102149502205,0.0,9.333189785049779,0.0,0.8684956804221641,0.8337558532052775,0.0,25.14371434039544
0.6668102148903188,0.0,9.333189785109681,0.0,2.5854719001963993,2.4820530241885432,0.0,43.07239757212255
0.6668102149523096,0.0,9.33318978504769,0.0,3.683355813029151,3.5360215805079847,0.0,68.0841432400135
0.9874264769662808,0.0,9.01257352303372,0.0,4.020971633665269,3.860132768318658,0.0,95.00000000096772
5.184000442712366,0.0,4.815999557287634,0.0,0.0,0.0,0.0,95.00000000096772
4.987227482287306,0.0,5.012772517712694,0.0,0.0,0.0,0.0,95.00000000096772
4.383035002881164,0.0,5.616964997118836,0.0,0.0,0.0,0.0,95.00000000096772
3.3161628403913754,0.0,6.683837159608625,0.0,0.0,0.0,0.0,95.00000000096772
1.7231404588494066,0.0,8.276859541150593,0.0,0.0,0.0,0.0,95.00000000096772
0.0,0.6668100566787949,9.333189943321205,0.0,0.0,0.0,0.0,90.06890632136191
0.0,0.6668101941664283,9.333189805833571,0.0,0.0,0.0,0.0,85.10694789404698
0.0,0.6668102023822551,9.333189797617745,0.0,0.0,0.0,0.0,80.13492035366025
0.0,0.6668102035444292,9.33318979645557,0.0,0.0,0.0,0.0,75.15341359836383
0.0,0.6668102015982188,9.333189798401781,0.0,0.0,0.0,0.0,70.16189506036235
0.0,0.6668101969694648,9.333189803030535,0.0,0.0,0.0,0.0,65.15914240462992
0.0,0.6668101886810056,9.333189811318995,0.0,0.0,0.0,0.0,60.14335830182329
0.0,0.6668101741495771,9.333189825850424,0.0,0.0,0.0,0.0,55.112107798119055
0.0,0.6668101475950278,9.333189852404972,0.0,0.0,0.0,0.0,50.06211370236249
0.0,0.6668100954259253,9.333189904574075,0.0,0.0,0.0,0.0,44.988875059725984
0.0,0.6668099831451016,9.333190016854898,0.0,0.0,0.0,0.0,39.885989986924336
0.0,0.6668097105283731,9.333190289471627,0.0,0.0,0.0,0.0,34.74389922449712
0.0,0.6668089295268796,9.33319107047312,0.0,0.0,0.0,0.0,29.547343962257557
0.0,0.6668102149588815,9.33318978504112,0.0,0.0,0.0,0.0,24.269482230347318
0.0,0.666810214932676,9.333189785067324,0.0,0.0,0.0,0.0,18.855452761588523
0.6668102149521666,0.0,9.333189785047834,0.0,0.8235636086836526,0.7906210643363065,0.0,24.81232449493649
0.6668102148759405,0.0,9.333189785124059,0.0,2.6467137801752103,2.5408452289682018,0.0,43.16307812116111
0.6668102149487782,0.0,9.333189785051221,0.0,3.9164185046934716,3.7597617645057326,0.0,69.72155405970032
1.5892082090925057,0.0,8.410791790907494,0.0,3.772304174781732,3.6214120077904624,0.0,95.0000000003166
5.6310500075490015,0.0,4.3689499924509985,0.0,0.0,0.0,0.0,95.0000000003166
5.448590378116177,0.0,4.551409621883823,0.0,0.0,0.0,0.0,95.0000000003166
4.757469131717239,0.0,5.242530868282761,0.0,0.0,0.0,0.0,95.0000000003166
3.598342297124662,0.0,6.4016577028753385,0.0,0.0,0.0,0.0,95.0000000003166
1.9094575436260015,0.0,8.090542456374,0.0,0.0,0.0,0.0,95.0000000003166
0.0,0.6668100566802047,9.333189943319795,0.0,0.0,0.0,0.0,90.06797420899491
0.0,0.6668101942042318,9.333189805795769,0.0,0.0,0.0,0.0,85.1050713633952
0.0,0.6668102023423024,9.333189797657697,0.0,0.0,0.0,0.0,80.13209522863873
0.0,0.6668102035183375,9.333189796481662,0.0,0.0,0.0,0.0,75.14963557636348
0.0,0.6668102015936064,9.333189798406394,0.0,0.0,0.0,0.0,70.15715918570777
0.0,0.666810196992035,9.333189803007965,0.0,0.0,0.0,0.0,65.15344262791474
0.0,0.6668101887396278,9.333189811260372,0.0,0.0,0.0,0.0,60.13668697535536
0.0,0.666810174166452,9.333189825833548,0.0,0.0,0.0,0.0,55.10445497638735
0.0,0.6668101475203234,9.333189852479677,0.0,0.0,0.0,0.0,50.053466066748086
0.0,0.666810095303689,9.333189904696312,0.0,0.0,0.0,0.0,44.979214150458006
0.0,0.6668099827659609,9.333190017234038,0.0,0.0,0.0,0.0,39.87528909957236
0.0,0.6668097093375023,9.333190290662497,0.0,0.0,0.0,0.0,34.73211750074769
0.0,0.6668089255532397,9.333191074446761,0.0,0.0,0.0,0.0,29.53441388659951
0.0,0.6668102149588934,9.333189785041107,0.0,0.0,0.0,0.0,24.25527873192525
0.0,0.6668102149324199,9.33318978506758,0.0,0.0,0.0,0.0,18.83969688521803
0.5532803694855732,0.11352983685184814,9.333189793662578,0.0,0.0,0.0,0.0,17.914638471613582
0.6668102139859213,0.0,9.333189786014078,0.0,2.6628787797690427,2.556363628578281,0.0,36.535834939274245
0.6668102149396637,0.0,9.333189785060336,0.0,3.7415521362917956,3.5918900508401235,0.0,62.01911826119557
0.6668102148914272,0.0,9.333189785108573,0.0,4.353171113429846,4.1790442688926515,0.0,91.22937463068419
4.701612646836102,0.0,5.298387353163898,0.0,0.5560618690838459,0.5338193943204921,0.0,95.00000294305372
3.4480821382759617,0.0,6.551917861724038,0.0,0.0,0.0,0.0,95.00000294305372
4.461574165025679,0.0,5.538425834974321,0.0,0.0,0.0,0.0,95.00000294305372
3.4055614325381773,0.0,6.594438567461823,0.0,0.0,0.0,0.0,95.00000294305372
1.5206442442571046,0.0,8.479355755742896,0.0,0.0,0.0,0.0,95.00000294305372
0.0,0.6668100564789592,9.333189943521042,0.0,0.0,0.0,0.0,90.06726701469256
0.0,0.6668101941509528,9.333189805849047,0.0,0.0,0.0,0.0,85.10340742112231
0.0,0.6668102024050003,9.333189797594999,0.0,0.0,0.0,0.0,80.12947023431775
0.0,0.6668102034893568,9.333189796510643,0.0,0.0,0.0,0.0,75.14604517228412
0.0,0.6668102015625496,9.33318979843745,0.0,0.0,0.0,0.0,70.15259839105875
0.0,0.6668101969556487,9.333189803044352,0.0,0.0,0.0,0.0,65.14790538111298
0.0,0.6668101886943173,9.333189811305683,0.0,0.0,0.0,0.0,60.1301656215629
0.0,0.6668101741086606,9.33318982589134,0.0,0.0,0.0,0.0,55.09693956343577
0.0,0.6668101474131451,9.333189852586855,0.0,0.0,0.0,0.0,50.04494326783943
0.0,0.6668100950788545,9.333189904921145,0.0,0.0,0.0,0.0,44.96966549447659
0.0,0.6668099823060235,9.333190017693976,0.0,0.0,0.0,0.0,39.86468786164892
0.0,0.6668097081031931,9.333190291896807,0.0,0.0,0.0,0.0,34.720422784097416
0.0,0.6668089215921252,9.333191078407875,0.0,0.0,0.0,0.0,29.52155809450771
0.0,0.6668102149589075,9.333189785041093,0.0,0.0,0.0,0.0,24.241136591881972
0.0,0.6668102149316366,9.333189785068363,0.0,0.0,0.0,0.0,18.823988779567397
0.666810214946191,0.0,9.33318978505381,0.0,0.9307182849042601,0.8934895535080897,0.0,25.53934782025023
0.6668102148954054,0.0,9.333189785104594,0.0,2.6341539184463008,2.5287877617084487,0.0,43.79864174639766
0.6668102149544688,0.0,9.333189785045532,0.0,3.6677096324830107,3.52100124718369,0.0,68.71314804708821
0.9160021284391173,0.0,9.083997871560882,0.0,3.923405498460085,3.7664692785216816,0.0,95.00000000071644
5.014805020555148,0.0,4.985194979444852,0.0,0.0,0.0,0.0,95.00000000071644
3.6990445445136344,0.0,6.300955455486365,0.0,0.0,0.0,0.0,95.00000000071644
4.432752611022587,0.0,5.567247388977413,0.0,0.0,0.0,0.0,95.00000000071644
2.1072653920500475,0.0,7.8927346079499525,0.0,0.0,0.0,0.0,95.00000000071644
1.8703140570929364,0.0,8.129685942907063,0.0,0.0,0.0,0.0,95.00000000071644
0.0,0.6668100563497362,9.333189943650265,0.0,0.0,0.0,0.0,90.06609611440389
0.0,0.6668101940803283,9.333189805919671,0.0,0.0,0.0,0.0,85.10129043478905
0.0,0.6668102023119202,9.33318979768808,0.0,0.0,0.0,0.0,80.12640304717559
0.0,0.6668102034831412,9.333189796516859,0.0,0.0,0.0,0.0,75.14202346939514
0.0,0.6668102015701439,9.333189798429856,0.0,0.0,0.0,0.0,70.14761716318925
0.0,0.6668101969504451,9.333189803049555,0.0,0.0,0.0,0.0,65.14195849401473
0.0,0.6668101886711613,9.33318981132884,0.0,0.0,0.0,0.0,60.12324531040185
0.0,0.6668101740564911,9.333189825943508,0.0,0.0,0.0,0.0,55.08903572385757
0.0,0.6668101473327019,9.333189852667298,0.0,0.0,0.0,0.0,50.036042363230614
0.0,0.6668100948213654,9.333189905178635,0.0,0.0,0.0,0.0,44.959748758415785
0.0,0.6668099818436974,9.333190018156303,0.0,0.0,0.0,0.0,39.85372813402917
0.0,0.6668097069017266,9.333190293098273,0.0,0.0,0.0,0.0,34.70837848935892
0.0,0.6668089176421456,9.333191082357855,0.0,0.0,0.0,0.0,29.508360486599422
0.0,0.6668102149588452,9.333189785041155,0.0,0.0,0.0,0.0,24.226658194523463
0.0,0.6668102149316201,9.33318978506838,0.0,0.0,0.0,0.0,18.807944775660545
0.6052491699457246,0.061561045004869586,9.333189785049406,0.0,0.0,0.0,0.0,18.307579923625152
0.6668102148199189,0.0,9.333189785180082,0.0,1.6223719043872233,1.5574770282117343,0.0,29.846724748661625
0.6668102149590505,0.0,9.33318978504095,0.0,1.5150759425640028,1.4544729048614427,0.0,40.436583912992674
0.666810214958125,0.0,9.333189785041874,0.0,2.3928966011164143,2.297180737071758,0.0,56.86973101674925
0.6668102149574273,0.0,9.333189785042572,0.0,3.4907902315788344,3.351158622315681,0.0,80.49505968586382
1.162114739300204,0.0,8.837885260699796,0.0,2.150767199366752,2.064736511392082,0.0,95.00000687626937
3.183255923845399,0.0,6.816744076154601,0.0,0.0,0.0,0.0,95.00000687626937
2.6683293287208447,0.0,7.331670671279156,0.0,0.0,0.0,0.0,95.00000687626937
0.8203396237310907,0.0,9.17966037626891,0.0,0.0,0.0,0.0,95.00000687626937
0.0,0.6668100564365942,9.333189943563406,0.0,0.0,0.0,0.0,90.06528968719029
0.0,0.6668101940869284,9.333189805913072,0.0,0.0,0.0,0.0,85.0995315182491
0.0,0.6668102023213403,9.33318979767866,0.0,0.0,0.0,0.0,80.12368738596065
0.0,0.6668102035376272,9.333189796462372,0.0,0.0,0.0,0.0,75.13834672090009
0.0,0.6668102015655195,9.33318979843448,0.0,0.0,0.0,0.0,70.14297434778503
0.0,0.6668101969414231,9.333189803058577,0.0,0.0,0.0,0.0,65.13634354199317
0.0,0.6668101886550722,9.333189811344928,0.0,0.0,0.0,0.0,60.116650551693326
0.0,0.6668101739838206,9.333189826016179,0.0,0.0,0.0,0.0,55.08145118331913
0.0,0.6668101472009512,9.333189852799048,0.0,0.0,0.0,0.0,50.02745467922869
0.0,0.6668100946886003,9.3331899053114,0.0,0.0,0.0,0.0,44.95013940518882
0.0,0.6668099813392628,9.333190018660737,0.0,0.0,0.0,0.0,39.84307030056181
0.0,0.6668097055873018,9.333190294412699,0.0,0.0,0.0,0.0,34.69663112682035
0.0,0.6668089137235776,9.333191086276422,0.0,0.0,0.0,0.0,29.49545570182956
0.0,0.6668102149588548,9.333189785041146,0.0,0.0,0.0,0.0,24.21247004489345
0.0,0.6668102149312704,9.333189785068729,0.0,0.0,0.0,0.0,18.792191665216063
0.0,0.4533296304247835,9.546670369575217,0.0,0.0,0.0,0.0,15.0
0.5988174336521351,0.0,9.401182566347865,0.0,0.0,0.0,0.0,15.0
0.6668102137821441,0.0,9.333189786217856,0.0,1.9743120266213128,1.8953395455564601,0.0,29.05147313526691
0.666810214910524,0.0,9.333189785089477,0.0,3.2120346073977193,3.0835532231018106,0.0,51.132469329928476
0.6668100692701491,0.0,9.333189930729851,0.0,0.7277866123204926,0.6986751478276728,0.0,56.16536139813337
0.666809309508273,0.0,9.333190690491726,0.0,1.4492658050320384,1.3912951728307568,0.0,66.10665799160837
0.6668102097407305,0.0,9.333189790259269,0.0,0.9583639542012954,0.9200293960332435,0.0,72.67438007491292
0.666810009122363,0.0,9.333189990877637,0.0,1.2616575223729116,1.2111912214779952,0.0,81.28250470911601
0.6668099443331923,0.0,9.333190055666808,0.0,1.278994859026673,1.2278350646656062,0.0,89.97299365127903
0.0559299930457179,0.6108799792926203,9.333190027661662,0.0,0.0,0.0,0.0,85.42546085626357
0.0,0.6668101990901911,9.333189800909809,0.0,0.0,0.0,0.0,80.45024364713353
0.0,0.6668102035664224,9.333189796433578,0.0,0.0,0.0,0.0,75.46553305328344
0.0,0.6668102017235493,9.33318979827645,0.0,0.0,0.0,0.0,70.47084959737128
0.0,0.6668101972911734,9.333189802708826,0.0,0.0,0.0,0.0,65.46500596724745
0.0,0.6668101893468925,9.333189810653108,0.0,0.0,0.0,0.0,60.4462366067713
0.0,0.6668101752792013,9.3331898247208,0.0,0.0,0.0,0.0,55.41214403731708
0.0,0.6668101495609363,9.333189850439064,0.0,0.0,0.0,0.0,50.35950244233787
0.0,0.6668100994242268,9.333189900575773,0.0,0.0,0.0,0.0,45.28388756366911
0.0,0.6668099920282373,9.333190007971762,0.0,0.0,0.0,0.0,40.17901991033898
0.0,0.6668097330796384,9.333190266920361,0.0,0.0,0.0,0.0,35.03555019948052
0.0,0.6668089986924876,9.333191001307512,0.0,0.0,0.0,0.0,29.838615206622404
0.0,0.6668102149589632,9.333189785041037,0.0,0.0,0.0,0.0,24.562227071814778
0.0,0.6668102149379822,9.333189785062018,0.0,0.0,0.0,0.0,19.15380299531715
0.0,0.4964465126358066,9.503553487364194,0.0,0.0,0.0,0.0,15.0
0.6668102146948345,0.0,9.333189785305166,0.0,1.1887576558720023,1.1412073496371222,0.0,23.632568528104798
0.6668102147841277,0.0,9.333189785215872,0.0,2.986232828178483,2.8667835150513437,0.0,44.305616712335706
